=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.15 20:10:54 =~=~=~=~=~=~=~=~=~=~=~=
2195,76665699,100050.92,25.60,-0.351,-0.289,0.409,-94.269,-94.626
2197,76726392,100052.05,25.60,-0.360,-0.383,0.232,-94.270,-94.626
2199,76786392,100051.84,25.60,-0.379,-0.367,-0.139,-94.274,-94.626
2201,76847389,100049.91,25.60,-0.351,-0.204,-0.176,-94.274,-94.625
2203,76907389,100056.39,25.60,-0.405,-0.750,0.216,-94.266,-94.624
2205,76967390,100052.00,25.60,-0.431,-0.379,-0.607,-94.283,-94.626
2207,77027392,100052.84,25.60,-0.421,-0.450,-0.480,-94.284,-94.626
2209,77087392,100048.21,25.60,-0.359,-0.060,0.248,-94.282,-94.625
2211,77148388,100053.20,25.60,-0.350,-0.480,0.767,-94.266,-94.621
2213,77208389,100050.28,25.60,-0.322,-0.235,0.428,-94.262,-94.619
2215,77268390,100051.35,25.61,-0.312,-0.325,0.279,-94.251,-94.617
2217,77328392,100050.78,25.61,-0.314,-0.277,0.158,-94.254,-94.617
2219,77390392,100049.20,25.60,-0.271,-0.144,0.120,-94.250,-94.616
2221,77450392,100050.33,25.60,-0.262,-0.239,0.496,-94.236,-94.613
2223,77510392,100053.05,25.60,-0.341,-0.469,-0.112,-94.240,-94.613
2225,77570392,100050.62,25.61,-0.331,-0.263,-0.793,-94.240,-94.613
2227,77639207,100051.88,25.59,-0.306,-0.370,0.114,-94.232,-94.610
2229,77699485,100051.56,25.59,-0.327,-0.343,0.187,-94.231,-94.609
2231,77759392,100048.62,25.60,-0.270,-0.095,-0.048,-94.220,-94.607
2233,77819502,100053.24,25.60,-0.307,-0.485,0.482,-94.211,-94.604
2235,77879907,100052.16,25.60,-0.335,-0.393,-0.323,-94.216,-94.605
2237,77945973,100048.05,25.60,-0.308,-0.046,-0.465,-94.227,-94.607
2239,78010389,100050.24,25.59,-0.286,-0.231,0.268,-94.213,-94.603
2241,78070708,100050.39,25.59,-0.269,-0.244,0.462,-94.203,-94.600
2243,78130862,100048.77,25.60,-0.263,-0.108,0.168,-94.200,-94.599
2245,78191223,100051.48,25.60,-0.279,-0.336,0.053,-94.192,-94.597
2247,78256626,100048.53,25.59,-0.278,-0.087,-0.171,-94.204,-94.599
2249,78321389,100053.98,25.59,-0.299,-0.546,-0.000,-94.189,-94.596
2251,78381780,100047.77,25.59,-0.271,-0.022,-0.100,-94.194,-94.597
2253,78442076,100052.63,25.60,-0.302,-0.433,0.039,-94.185,-94.594
2255,78502954,100051.66,25.60,-0.314,-0.351,-0.173,-94.190,-94.595
2257,78565147,100051.02,25.60,-0.319,-0.297,-0.283,-94.197,-94.597
2259,78632517,100052.33,25.59,-0.335,-0.407,-0.123,-94.194,-94.595
2261,78692989,100051.45,25.59,-0.302,-0.333,0.037,-94.187,-94.593
2263,78753132,100050.96,25.60,-0.294,-0.292,0.328,-94.183,-94.592
2265,78814152,100053.06,25.60,-0.318,-0.469,0.068,-94.183,-94.593
2267,78883603,100048.09,25.58,-0.271,-0.049,-0.137,-94.188,-94.594
2269,78943702,100052.54,25.59,-0.326,-0.425,0.118,-94.186,-94.593
2271,79004011,100050.50,25.59,-0.283,-0.253,-0.187,-94.178,-94.591
2273,79064389,100050.16,25.60,-0.286,-0.224,0.276,-94.175,-94.589
2275,79125201,100047.43,25.60,-0.248,0.006,0.072,-94.174,-94.589
2277,79194609,100051.20,25.59,-0.206,-0.313,0.691,-94.151,-94.584
2279,79254751,100052.44,25.59,-0.245,-0.416,0.491,-94.148,-94.583
2281,79314389,100053.61,25.60,-0.277,-0.515,-0.434,-94.147,-94.583
2283,79375389,100053.41,25.60,-0.327,-0.498,-0.632,-94.155,-94.584
2285,79435391,100051.81,25.60,-0.323,-0.364,-0.652,-94.163,-94.586
2287,79495475,100052.24,25.61,-0.356,-0.400,-0.269,-94.170,-94.588
2289,79555801,100049.85,25.61,-0.332,-0.199,-0.325,-94.169,-94.587
2291,79615391,100053.26,25.61,-0.350,-0.486,0.182,-94.164,-94.585
2293,79676389,100049.55,25.61,-0.337,-0.173,-0.107,-94.170,-94.586
2295,79736392,100051.02,25.61,-0.337,-0.297,0.002,-94.171,-94.586
2297,79796680,100052.12,25.61,-0.348,-0.390,0.085,-94.171,-94.585
2299,79856908,100051.95,25.62,-0.363,-0.375,-0.157,-94.173,-94.585
2301,79916620,100050.80,25.62,-0.368,-0.279,-0.282,-94.178,-94.585
2303,79977389,100049.36,25.62,-0.342,-0.157,-0.060,-94.176,-94.585
2305,80037392,100049.78,25.62,-0.320,-0.193,0.359,-94.174,-94.584
2307,80097751,100049.98,25.62,-0.293,-0.209,0.460,-94.167,-94.583
2309,80157964,100049.91,25.62,-0.260,-0.204,0.514,-94.153,-94.580
2311,80219147,100052.20,25.62,-0.278,-0.396,0.404,-94.152,-94.579
2313,80288077,100050.77,25.60,-0.291,-0.276,-0.180,-94.155,-94.580
2315,80349390,100052.36,25.60,-0.315,-0.410,-0.262,-94.161,-94.581
2317,80409389,100052.18,25.61,-0.335,-0.395,-0.315,-94.163,-94.581
2319,80469389,100048.66,25.61,-0.310,-0.097,-0.293,-94.165,-94.581
